,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,region,ambito,edu,edu2,ocupa,ocupa2,p01,p01otro,p02,p03,p04,p05_1,p05_2,p05_3,p05_4,p06_1,p06_2,p06_3,p06_4,p06_5,p06_6,p06_7,p06_8,p06_9,p06_10,p07,p07otro,p08,p08otro,p11,p12,p12a,p13,p13a,p15_1,p15_2,p15_3,p15_4,PONDERADOR,PERCENTAGE,periodo
1175,1175,1175,1175,160729500,NSE B2,NSE B,NSE A/B,41,De 40 a más años,SI,Hombre,Tumbes,Tumbes,240103,Norte,1,Peru urbano,Posgrado universitario,Educacion superior,-1,-1,Covid19/pandemia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Centro,Centro,Algo probable,Algo probable,Muy probable,Algo probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1176,1176,1176,1176,160729946,NSE B1,NSE B,NSE A/B,34,De 25 a 39 años,SI,Mujer,San Martín,San Martín,220901,Selva,3,Peru urbano,Posgrado universitario,Educacion superior,-1,-1,Economia, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Aprueba,Aprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,No conoce,No conoce,Ahorran y no malgastan su presupuesto, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Algo probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
1177,1177,1177,1177,160729986,NSE D,NSE D,NSE D/E,68,De 40 a más años,SI,Mujer,La Libertad,Trujillo,130106,Norte,1,Peru urbano,Primaria incompleta,Educacion Basica,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,La falta de gente capacitada, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Derecha,Derecha,Nada probable,Nada probable,NS/NP,Nada probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1178,1178,1178,1178,160730092,NSE B2,NSE B,NSE A/B,42,De 40 a más años,SI,Hombre,Tumbes,Tumbes,240101,Norte,1,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Covid19/pandemia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Controlan las acciones del Presidente Castillo, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,Sí,Aprueba,Derecha,Derecha,Algo probable,Poco probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1179,1179,1179,1179,160730469,NSE C1,NSE C,NSE C,42,De 40 a más años,SI,Mujer,Lambayeque,Chiclayo,140101,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Empleo, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1180,1180,1180,1180,160730499,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Hombre,Lima,Lima,150105,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,Aprueba,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Algo probable,Algo probable,Muy probable,Muy probable,1.3367,0.1104768264793952,NOVIEMBRE 2021
1181,1181,1181,1181,160730667,NSE B1,NSE B,NSE A/B,43,De 40 a más años,SI,Mujer,Lambayeque,Lambayeque,140309,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Falta de transparencia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1182,1182,1182,1182,160730695,NSE B2,NSE B,NSE A/B,42,De 40 a más años,SI,Mujer,La Libertad,Trujillo,130105,Norte,1,Peru urbano,Superior universitaria completa,Educacion superior,-1,-1,Inestabilidad política,EL PRESIDENTE,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,No conoce,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Algo probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1183,1183,1183,1183,160730721,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,Tumbes,Tumbes,240101,Norte,1,Peru rural,Superior técnico completa,Educacion superior,-1,-1,Inestabilidad política, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Derecha,Derecha,Muy probable,Algo probable,Muy probable,Algo probable,1.3551,0.11199756681546229,NOVIEMBRE 2021
1184,1184,1184,1184,160731005,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Hombre,La Libertad,Trujillo,130101,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Inseguridad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Algo probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1185,1185,1185,1185,160731119,NSE B1,NSE B,NSE A/B,43,De 40 a más años,SI,Hombre,Lambayeque,Chiclayo,140101,Norte,1,Peru urbano,Superior universitaria completa,Educacion superior,-1,-1,Inestabilidad política, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,NS/NP,NS/NP,Desaprueba,Aprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,El próximo año deberían mantenerse clases virtuales y no presenciales,NS/NP,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1186,1186,1186,1186,160731139,NSE B1,NSE B,NSE A/B,63,De 40 a más años,SI,Hombre,Lima,Lima,150124,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,-1,-1,Inestabilidad política, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
1187,1187,1187,1187,160731175,NSE B2,NSE B,NSE A/B,49,De 40 a más años,SI,Hombre,Lima,Lima,150115,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Derecha,Derecha,Algo probable,Algo probable,Algo probable,Algo probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
1188,1188,1188,1188,160731176,NSE C1,NSE C,NSE C,43,De 40 a más años,SI,Mujer,Madre de Dios,Tambopata,170101,Selva,3,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Inseguridad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1189,1189,1189,1189,160731187,NSE E,NSE E,NSE D/E,72,De 40 a más años,SI,Hombre,Junín,Tarma,120704,Centro,2,Peru urbano,Primaria completa,Educacion Basica,-1,-1,Salud, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,No tiene nada positivo, ,Otro,NO HAY HECHO NADA POR HUASAHUASI,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Izquierda,Izquierda,Nada probable,Nada probable,Nada probable,Nada probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1190,1190,1190,1190,160731236,NSE D,NSE D,NSE D/E,55,De 40 a más años,SI,Mujer,Piura,Ayabaca,200201,Norte,2,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Inseguridad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,El próximo año deberían mantenerse clases virtuales y no presenciales,Sí,Aprueba,Centro,Centro,Muy probable,Algo probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1191,1191,1191,1191,160731244,NSE B1,NSE B,NSE A/B,42,De 40 a más años,SI,Hombre,Lima,Lima,150105,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,-1,-1,Educacion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,Ahorran y no malgastan su presupuesto, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
1192,1192,1192,1192,160731623,NSE D,NSE D,NSE D/E,44,De 40 a más años,SI,Mujer,Piura,Piura,200101,Norte,1,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Covid19/pandemia, ,Desaprueba,Empeorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Aprueba,No tiene nada positivo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Aprueba,NS/NP, ,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1193,1193,1193,1193,160731658,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,Junín,Junín,120501,Centro,2,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Aprueba,Derecha,Derecha,Algo probable,Muy probable,Algo probable,Algo probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1194,1194,1194,1194,160731661,NSE B2,NSE B,NSE A/B,45,De 40 a más años,SI,Mujer,Tumbes,Tumbes,240101,Norte,1,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Economia, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
1195,1195,1195,1195,160731707,NSE E,NSE E,NSE D/E,68,De 40 a más años,SI,Hombre,San Martín,Bellavista,220201,Selva,3,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Inseguridad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,No conoce,No conoce,Desaprueba,No conoce,No conoce,Desaprueba,Desaprueba,No conoce,No conoce,No tiene nada positivo, ,Ahorran y no malgastan su presupuesto, ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1196,1196,1196,1196,160731735,NSE B2,NSE B,NSE A/B,42,De 40 a más años,SI,Hombre,Tumbes,Tumbes,240101,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Algo probable,Muy probable,Muy probable,Algo probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1197,1197,1197,1197,160732386,NSE C1,NSE C,NSE C,53,De 40 a más años,SI,Hombre,Lima,Lima,150101,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,-1,-1,Economia, ,Desaprueba,Mejorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,1.3367,0.1104768264793952,NOVIEMBRE 2021
1198,1198,1198,1198,160732628,NSE C1,NSE C,NSE C,42,De 40 a más años,SI,Hombre,Huánuco,Huánuco,100101,Centro,2,Peru urbano,Superior técnico incompleta,Educacion superior,-1,-1,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1199,1199,1199,1199,160732961,NSE C1,NSE C,NSE C,62,De 40 a más años,SI,Hombre,Junín,Tarma,120701,Centro,2,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
1200,1200,1200,1200,160733029,NSE B2,NSE B,NSE A/B,42,De 40 a más años,SI,Hombre,Lima,Prov. Const. del Callao,70101,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,-1,-1,Abandono del Estado, ,Desaprueba,Empeorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Algo probable,Algo probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
1201,1201,1201,1201,160733299,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Hombre,Huánuco,Huánuco,100101,Centro,2,Peru rural,Secundaria completa,Educacion Basica,-1,-1,Desigualdad, ,NS/NP,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Desaprueba,Centro,Centro,Algo probable,Algo probable,Algo probable,Algo probable,1.4135,0.1168242644038491,NOVIEMBRE 2021
1202,1202,1202,1202,160734202,NSE B1,NSE B,NSE A/B,26,De 25 a 39 años,SI,Hombre,San Martín,San Martín,220901,Selva,3,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Algo probable,Muy probable,0.878,0.07256576168841848,NOVIEMBRE 2021
1203,1203,1203,1203,160734621,NSE B2,NSE B,NSE A/B,43,De 40 a más años,SI,Hombre,Lima,Lima,150134,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Inestabilidad política, ,Desaprueba,Empeorará en los próximos meses,Durará cinco años como presidente,Aprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Poco probable,Muy probable,Algo probable,Algo probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
